Altitude
1.1549481
1.2298963
1.3048444
1.3797925
1.4547406
1.5296887
1.6046369
1.679585
1.754533
1.8294812
1.9044293
1.9793775
2.0543256
2.129274
2.2042217
2.27917
2.354118
2.4290662
2.5040145
2.5789626
2.6539106
2.7288585
2.8038068
2.8787549
2.953703
3.0286512
3.1035995
3.1785474
3.2534957
3.3284435
3.4033918
3.4783397
3.553288
3.6282358
3.7031841
3.7781324
3.8530803
3.9280286
4.0029764
4.0779247
4.1528726
4.227821
4.302769
4.377717
4.4526653
4.5276136
4.6025615
4.67751
4.7524576
4.827406
4.902354
4.977302
5.0522504
5.127198
5.202146
5.2770944
5.3520427
5.426991
5.501939
5.5768867
5.651835
5.7267833
5.801731
5.8766794
5.9516277
6.026576
6.1015234
6.1764717
6.25142
6.3263683
6.401316
6.4762645
6.551213
6.62616
6.7011085
6.776057
6.851005
6.925953
7.000901
7.0758495
7.1507974
7.225745
7.3006935
7.375642
7.45059
7.525538
7.6004863
7.675434
7.7503824
7.8253303
7.9002786
7.975227
8.050176
8.125123
8.200071
8.27502
8.349967
8.424915
8.499864
8.574812
8.64976
8.724708
8.799656
8.874604
8.949553
9.024501
9.099448
9.1743965
9.249345
9.324293
9.399241
9.47419
9.549138
9.624086
9.699034
9.773982
9.84893
9.923879
9.998827
10.073774
10.148723
10.22367
10.298618
10.373567
10.448515
10.523463
10.598412
10.67336
10.748308
10.823256
10.898204
10.973152
11.0481
11.123048
11.197996
11.272944
11.347892
11.42284
11.497788
11.572737
11.647685
11.722633
11.797582
11.87253
11.947477
12.022426
12.097374
12.172321
12.24727
12.322218
12.397166
12.472115
12.547062
12.62201
12.696959
12.771907
12.846855
12.921803
12.996752
13.071699
13.146647
13.221595
13.296543
13.371491
13.44644
13.521388
13.596336
13.671284
13.746232
13.82118
13.896129
13.971077
14.046025
14.120974
14.195922
14.270868
14.345817
14.420765
14.495713
14.570662
14.64561
14.720558
14.795506
14.870454
14.945402
15.02035
15.095299
15.170247
15.245195
15.320143
15.39509
15.470038
15.544987
15.619935
15.694883
15.769832
15.84478
15.919728
15.994676
16.069624
16.144573
16.21952
16.29447
16.369417
16.444365
16.519312
16.594261
16.669209
16.744158
16.819105
16.894054
16.969002
17.043951
17.118896
17.193846
17.268793
17.343742
17.41869
17.493637
17.568584
17.643534
17.718481
17.79343
17.868378
17.943325
18.018274
18.093222
18.16817
18.243118
18.318068
18.393015
18.467964
18.542912
18.617859
18.692808
18.767756
18.842705
18.91765
18.9926
19.067547
19.142494
19.217443
19.29239
19.36734
19.442287
19.517237
19.592184
19.667131
19.74208
19.817028
19.891977
19.966925
20.041874
20.116821
20.19177
20.266718
20.341665
20.416615
20.491562
20.566511
20.641459
20.716408
20.791355
20.866302
20.941252
21.016197
21.091146
21.166094
21.241043
21.31599
21.390938
21.465887
21.540834
21.615784
21.690731
21.76568
21.840628
21.915577
21.990524
22.065472
22.14042
22.215368
22.290318
22.365265
22.440214
22.515162
22.590109
22.665058
22.740005
22.814955
22.889902
22.964851
23.039799
23.114744
23.189693
23.26464
23.33959
23.414537
23.489487
23.564434
23.639383
23.71433
23.789278
23.864227
23.939175
24.014124
24.089071
24.16402
24.238968
24.313915
24.388865
24.463812
24.538761
24.613708
24.688658
24.763605
24.838552
24.913502
24.98845
25.063398
25.138346
25.213295
25.28824
25.36319
25.438137
25.513084
25.588034
25.662981
25.73793
25.812878
25.887827
25.962774
26.037722
26.11267
26.187618
26.262568
26.337515
26.412464
26.487411
26.562359
26.637308
26.712255
26.787205
26.862152
26.937101
27.012049
27.086996
27.161945
27.236893
27.311842
27.386787
27.461737
27.536684
27.611633
27.68658
27.761528
27.836477
27.911425
27.986374
28.061321
28.13627
28.211218
28.286165
28.361115
28.436062
28.511011
28.585958
28.660908
28.735855
28.810802
28.885752
28.9607
29.035648
29.110596
29.185545
29.260492
29.335442
29.410387
29.485334
29.560284
29.635231
29.71018
29.785128
29.860077
29.935024
30.009972
30.08492
30.159868
30.234818
30.309765
30.384714
30.459661
30.534609
30.609558
30.684505
30.759455
30.834402
30.909351
30.984299
31.059248
